customer_message,brand_reply,true_intent,should_escalate,reply_checklist,human_grounded,human_relevant,human_tone,thread_id
I don't want to cancel. I just dont like having auto renew on,"We hear you! Month-to-month subscription plans aren't available at this time, but we'll be sure to pass this on to the right people. Let us know if you need anything else /JJ",cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,2578877
i can't even use my Spotify account in Dubai??? Guess I have to cancel and join Tidal or Apple Music. It was fun while it lasted... #LostACustomer,"Hey there! Just to check, are you rocking Free or Premium? Can you DM us your account's email address? We'll check things out /KC",cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,2158534
hey i canceled my account and my card was still charged. send help pls.,Hey there! Can you DM us your account's email address? We'll take a look backstage /RB,cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,1789308
non-stop music is tiring on the long run. I want an option to enable ads for my premium subscription.,Hey there! Suggest the in our Community at and get support from other users 🙂 /TB,cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,2859105
I cancelled my premium account in August and have still been charged the premium service. I haven't used it since I cancelled.,Hey Fern! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR,cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,1883562
my son has an account with you. He has passed away. How do I cancel his account? Is there a number I can call?,Hey there. Could you DM us your son's username and email address? We'll take a look /DF,cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,1359523
"I just invited someone to Premium for Family, but the provided code doesn't work, and after that, I get an error whether I select to resend the invite or cancel it",Hey there! Can you DM us your account's email address along with your family member's? We'll take a look backstage /PL,cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,2290563
I don't want 2 unsubscribe bc otherwise I love Spotify n all my songs are saved. If this can't be fixed I am forced to cancel. PLEASE HELP!,"Hey, that's not cool! Can you DM us your account's username or email address? We'll see what's happening backstage /JM",cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,1907506
I don’t like how spaced out “cancel” is in the Spotify app please fix thanks love you,"Hey Sam! Thanks for the feedback - we'll pass it on. If there's anything else, just let us know /AP",cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,784239
my old email has been deleted and I was wondering how I can change the email linked with my account,Hi Darcy! Could you send us a DM with your account's email address? We'll take a look backstage /DR,cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,2215900
Today I tried to cancel my Premium and I didn't even last 2 hours before I re-joined...,Woohoo! That's awesome. We welcome you back... /MG,cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,2264778
where is your Apple Watch app. I really don't want to cancel and subscribe to Apple Music but need offline playlists on the watch.,2: let our devs know it's something you'd like to see: /CP,cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,695451
...warning that gift cards make you ineligible for promos. Will applying this giftcard to my account cancel my 99cent deal?,"Hi Matt! If you're able to sign up for the 3 months for $0.99 cents deal, you should be able to redeem your gift card right after. If you're having trouble doing that, DM us your account's email address and we'll take a closer look backstage 🙂 /RR",cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,2964671
I love how you can cancel my account in seconds but can't help adjust my issues after hours.,We've just sent you a DM 🙂 /SU,cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,1399659
"i deactivated my facebook a while back, is it possible to delete my spotify account (linked) without reactivating it?",Hey there! Help's here. Can you DM us your account's email address or username? We'll see what we can suggest /PB,cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,2689685
I was wondering if you could cancel the extra $10.00 y’all charged from my done premium,Hey Sebastian! Can you DM us your account's email address? We'll take a look under the hood /AN,cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,353165
"Hey , please release email addresses from deleted FaceBook account, so we can create an real account with it ;)",Hi there. We're sorry you feel that way. Can you DM us the email addresses linked to the old Spotify accounts? We'll take a look /LM,cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,1974141
hey is anyone able to contact me in regards to cancelling an account that was made in error?,"Hey Michael, help's here! Could you DM us your account's username and email address? We'll take a look backstage /JX",cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,2734653
How do I cancel. I followed your web sight instructions and it was extremely confusing and did not work I would like to speak to somebody,"Hey! We don't offer phone support at this time, but we'd be happy to assist via Twitter. Can you DM us your account's email address? /NQ",cancellation,escalate,Explain cancellation steps; confirm what happens post-cancel (reverts to free); mention premium features lost,,,,2084676
Thanks. It's a shame. Maybe something you could consider. Or creating playlists without any explicit lyrics?,Nice idea! It's definitely something for the team to consider and we'll make sure it reaches them. We appreciate the feedback /JK,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2734647
I am having problems with my subscription. I have been a Premium member for a while and have been receiving the student discount (because I'm a student). I am now being charged $9.99 instead of $4.99 for some reason. Help?,"Hey Taylor, help's here! Could you DM us your email address and username? We'll take a closer look /JQ",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2375420
"no, it's working as intended cutting from the last manson album to an endless stream of ""suggested songs"" of bland shitty metal #thanks",You can try adding more artists into your playlists to reduce the number of Suggested Tracks you get. We hope this helps! 😉 /MS,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,48112
can you add a feature so I can block certain artists from my music feed? Like I never wanna hear the craptastic or ever again and ive been thumbing them down since signing up. #stopshittymusic,"Hey Jennifer! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /FR",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,667167
I just realized got rid of their Quick Preview feature 😭,Hey! We have more info about this here: Give us a shout if you have any questions /RE,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,186189
I need to make a #GrammyNominations playlist so I don't have to roam the whole musical world to potentially discover talent I didn't know existed. Please and thank you. 👍🏾,"Hey. Thanks for the feedback! Our Curation team are independent & use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion. If you need anything else, just give us a shout /LJ",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2905928
If i Buy a gift card of 12 months for myself how can I add it on my account please?,Hey there! You should be able to redeem your code here: Let us know if you're having any trouble 🙂 /Q,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2960632
"Thank you. Have to agree with most of the commments; it was a fab, unique feature with many advantages.",2: we'll let the right folks know you miss it. Let us know if there's anything else we can help you with /BH,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,1217411
"hi, how can I download the artwork with the Spotify code from my phone? I could do it using the website before, but it's not working anymore, now only downloads de code.","Hi Ben, help's here! Does using a different browser help? You might also want to try using an incognito window. Let us know /MX",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2953013
What is the point? You’ve done nothing about it and people have been asking for years. I want to protect my children and you clearly have your own agenda as other streaming services manage to filter explicit content.,We understand how you feel. We appreciate your feedback. We'll be sure to pass it on to the relevant team /AR,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,455644
how do I know if I'm approved to be verified,"Hey! This is something for our Artist Services team. Not to worry, you can contact them here: 🙂 /DF",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2276882
"first off, I luv u .. second off I wish I could see lyrics to all songs in the app, idk friend, idk",Hey Kylo! Lyrics is currently unavailable as we're making some big improvements to the feature. We'll share more updates soon /LO,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2102705
Yo How can I edit my account name within the app? Unsure if I want to continue with the random cryptic name you gave me 1235199474,Hey there! The cavalry's here. Could you DM us your account's email address? We'll see what we can suggest /KB,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,1892948
How to avail this?,Hey Loui! Can you DM us your account's email address? We'll see what we can suggest /KT,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2766511
how the fuck does spotify work im so confused,Hey Tamara! What's happening exactly? We'd love to help /NG,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,864546
Wow !! It works..I just tried it. Thank you so much. I knew u could share individual songs but not full playlists!! 🤩🤩🤩,Awesome! Give us a shout if you ever need us again. We'd be... /KB,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,4,,,2380910
I've tried logging into my account through Facebook and through my regular info and it won't work. Also does not let my music play on PS4,Can you DM us your account's email address and a screenshot of the error you're getting? We'll take a look under the hood /QI,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,737845
Hi! Do ratio stations save in list because I have to search new channel every time I open channels panel.,"Hey! On the Station page, click or tap Follow in order to save a radio station. You can then find it in Your Library under Stations /YM",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2290083
i was charged for regular premium even tho i should get the student discount and it looks like im on both pls..help,"Hi there, that doesn't sound good! Can you DM us your account's email address? We'll take a look backstage /AK",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2784963
It's finally working (the downloads) because I removed stuff from my SD card to internal storage. I don't know why it won't let me change the option to storing songs on internal storage which have more space than my SD card.,Thanks for the heads up. Can you DM us your account's email address or username? We'll take a look backstage /JE,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2110179
I'm a student & I recently did the Hulu/student premium subscription however instead of being charged $4.99 I was charged $9.99? 🤔,"Hey, help's here! Can you DM us your account's email address? We'll take a closer look /BE",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,1639761
"a few secnds after connecting to my home wifi-connected speaker using ""devices avaiable', the music cuts out and it tries to connect to a random 'device' listed as 'Free wifi'. how can i remove this rogue device from the list of available devices","Hey there, helps here! We recommend signing out everywhere. To do so, head to > Scroll down > Click SIGN OUT EVERYWHERE. Let us know how it goes /ZO",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,508826
any idea when the French podcast section will be live on your platform?,"Hey! We're afraid we don't have any info on this, but we'll let the right team know it's something you'd like to see /NJ",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2739622
Hey I didn't realize I hadn't renewed my student acct and I got charged the full $10 this month. Any way to get that $5 back?,Hey there! Can you DM us your account's email address and username? We'll take a look backstage for you /JX /JX,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,292403
"Last time I tried it was not working, only worked with wifi. I created or voted idea a very long time ago but couldn’t find it. Anyway...",We're glad to hear everything's working now. Give us a shout if it starts misbehaving again; we're always here to help /RC,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,1964849
", , , , I want a podcast player in Spotify","Hey! Thanks for letting us know that you'd like to see this in the future. We don't have any info right now, but we'll let our devs know /J",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2030965
💭 Wish I could pin and sort playlists in ... sometimes find myself un-following and re-following playlists just to push to the top,"2: In the meantime, check out the info at to know how you can sort your playlists /RS",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,1667362
"It worked out in the end. Thank you! One question though, is there a way to unsync between devices under one account?","Glad to hear it worked! On the other hand, you can remove your offline devices by following the steps here: /PL",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,1816348
someone keeps changing my song while at the gym. How do I️ keep them from making me listen to their device? #Spotify,Hi there! We’re sorry to hear that. Check out for what to do next. Let us know if we can help with anything else /GN,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,2008483
How do I get the Hulu working? My Hulu still is asking me to pay.,Could you DM us your Spotify account's username or email address? We'll check things backstage /MU,feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,276529
it’s so annoying that you can’t change the order of your playlists on mobile,Hey there! You should be able to sort and filter your playlists on your mobile device. Check out the steps at 🙂 /GN,complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,1989770
"Is 's desktop app trash or am I missing some magical button that makes it work, like, at all?",Hey there! Can you let us know what's happening exactly and include your device's operating system and Spotify version? /KC,complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,1306145
Stop playing them . It's annoying,"Hey! It's not possible for now, but you can support the idea by adding your vote at /KL",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,1452525
You guys need to wake the F**k up and come up with a solution ASAP because ignoring a continent is unacceptable. #SpotifyIgnoresAF,"1: Hi Ahmed! We hear you loud and clear. We're afraid we don't have any more info on this, but we'd love to have Spotify...",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,1851668
Premium will not let me add my son to my account. Why do you hate me ?I'm just trying to be a good mom over here.,"Hey Veronica, we're here to help! Could you DM us your account's email address and username? We'll take a look backstage for you /BX",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,1804186
Either get rid of the local file option or add album and artist views. It's useless without them.,"Hey Amir, those are great ideas! Suggest them in our Community at and get support from other users /LO",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,2210913
"But then stops music the whole time I'm on twitter, not just when scrolling past videos. Bit annoying :(","Hey Jenni! Does logging out, restarting your device, and logging back in help at all? Let us know how it goes /TF",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,437082
Can I block artist from playing? because im so tired of Lil' Squeegee and garbage gang ruining my flow.,"Hey LeRon! This isn't possible right now, but you can show your support for the idea on our Community: /DQ",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,2645737
"When I open my phone Spotify, it automatically finds this. Why isn't there a way to disable this? It's ridiculous!",Can you let us know your devices' OS and the versions of Spotify you're using? We'll see what else we can suggest /AG,complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,1764681
It's pretty annoying ngl. I'm on PC using Win10 Spotify version 1.0.66.478.g1296534d which seems to be the latest,"Thanks! Is it happening on a specific ad? If so, let us know which ad it is. We'll check it out /QI",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,736041
"Hey , This is a little funky. That poor album cover... 😕","Hi Tessa! Thanks for your feedback. We’re always testing things in order to improve, and we'll pass on your thoughts to the right folks /MU",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,1854932
I’ve had the worst customer service I’ve ever had. Can I please get some help. I’ve been waiting all day.,Sorry for the delay! We've just sent you a DM. Let's carry on chatting there /RH,complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,1645299
I’ve been listening to the music I like for years and it gets even worst... 😑,"We hear you! Discover Weekly is based on what you, and others like you, are listening to. Hopefully it’s more in tune next week 🙂 /TB",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,1956022
"your app is atrocious on the iPhone X. You’re supposed to be a major player. I’m sick of how terrible it is, get with it or I’m canceling my family membership and heading to","Hi Christian! We understand where you're coming from. We currently don't have any info on this, but we'll pass it onto the team /DV",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,2183129
"Anyone else's just randomly stop and close on #Android. It's daily on my #GalaxyS8. So annoying. , can you shed light?","Hey Dan, help's here! Could you DM us your device, operating system, and Spotify version? We'll take a look /Q",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,1982446
Yo why did you put my song list in alphabetical order!!!!!????? I hate it 😖,"2: Also, if you could let us know what device, operating system, and Spotify version you're using, that'd be great /NS",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,777634
That’s annoying. 🙃,We understand where you're coming from. No worries. We'll pass your feedback onto the right folks /DV,complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,45756
Guys bring the padding as it was. Look at the picture it's ridiculous. 🙏 #Spotify,Hey there! Could you tell us what's happening exactly? Keep us posted /DF,complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,1698929
"just played 3 songs, 4 ads, 3 more songs, and 4 more ads. This is ridiculous. I know I don't have a premium account, but come on.","Hey Elena. Thanks for your feedback - we'll pass it on. For now, check if you haven't had a subscription before /QI",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,1809643
"Hi in the space of a 15 minute listen, my music has cut out a ridiculous amount of times. Very annoying. Listening on Bluetooth speaker via iPhone 7.",Hi Sarah! Can you let us know what iOS and version of Spotify you're using? We'll see what we can suggest /DR,complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,2162105
"Lack of a changelog is annoying. There appears to be a new 'Currently Playing' screen, but sometimes it doesn't work.","1: Hey, sorry to hear that. We don't have any info to share right now, but we're always testing things in order to improve Spotify.",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,1862310
please fix your website. We purchased family premium and now can't even use it until you get this fixed. #ridiculous,Hey! We've just sent you a bit more info over DM. We'll carry on helping out there /JM,complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,2956316
"hello, can you upload the Solo version of ""Umbrella"" ( a Rihanna's song). The version with Jay-Z is just horrible...","Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /RC",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,1062331
"Stand down, stand down! I was making a joke to your joke. =)","It's all right, we understand. If there's anything else we can help with, just say the word. We're always a tweet away 😁 /MT",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,2851480
I swear these pop up messages are the most annoying thing please end this,"Hey Ryan, thanks for the feedback – we appreciate it! We’ll get this passed onto the right team /MX",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,1268535
"- how many times do I need to complain about the same thing? Fed up of Spotify cutting out when it thinks my ""account is being used somewhere else""(and it's still happening since I got the family pack which allows multi users (!). Completely fed up.","Hi Nick! Sorry to hear that you feel that way. Let's not throw in the towel just yet. Can you DM us your account's email address, along with the device that you're using? Sending us a screenshot would also help. Keep us posted /MU",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,2936266
I really don't know why I keep paying for trash ass...how all my music disappear after I deleted and re downloaded the app #overit,Hey! Help's here. Can you give us a bit more info? You can also send us a DM /SV,complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,789807
Why the F@ did I sign up for family premium if my wife's iphone keeps taking over my samsung thru Spotify connect??? USELESS,Hey Dave! It's possible that you're logging in using the same account. Can you DM us your username or email address? We'll check it out /MG,complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,1840160
"As ridiculous as this may sound I'm hoping that will eventually be lifted/be higher, lol. I'm always finding new music.","To help make it happen, we'd suggest adding your vote for the idea at /AR",complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,863664
Why hasn’t sent me the pre-sale code for ?! They must hate me 😭😭😭,Hey! Pre-sale codes are being sent out by email to some of Romeo Santos's biggest fans on Spotify. Hopefully you're one of them /RB,complaint_general,auto_handle,Acknowledge frustration genuinely; thank for feedback; no false promises; optionally offer to investigate,,,,2757627
"updated you and now my keyboard won't control Spotify. Not great. Advice, please thanks. Mac High Sierra","Hi there! Can you let us know if updating your macOS to High Sierra has made your other apps have the same issue? Also, is everything okay until you've updated your Spotify app's version? /JM",praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,2555555
I'm not impressed that all my music is gone. All my account info gone had to redo it. Over128 songs gone,Hey Kellie! Can you DM us your account's email address and username? We'll take a look backstage /SU,praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,1471777
bring back touch preview thanks.,Hey! We have more info about this here: Give us a shout if you have any questions /FR,praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,2215895
glitching like mad on my iPad great,"Hey Nadka! Don’t worry, we can help. What’s happening exactly? Can you also let us know the iOS and Spotify version you're using? /KB",praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,1963088
thanks I'm chatting with a representative at the moment :),"You're in good hands. If you need a hand with anything else, we're just a tweet away 🙂 /MG",praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,378238
"I need that Grafh - ""Burn Em Down"" mixtape added to (the version with 4 extra songs). It's one of my all-time favorites. So many great records. Side note: You're a legend, . What MCing is all about. Been down since the early 00s, live radio Kay Slay days. 💯","Hi Marcus! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: 🙂 /JI",praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,2148248
"Certainly does, thanks for your help :)","You're welcome! If you ever need us again, just give us a... 🙂 /AR",praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,2862744
thank you For the app 👊🏼 spot on been waiting a long time,Hey there! Thanks for the kind words. They made us blush a little. Give us a shout if you need anything else 😍 /KP,praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,1781610
Thanks for getting bck. Yes its the most recent available vrsn via Google play. Previous also did the same for short period. But seem to resolve. With recent update its bck with vengeance. Have also de/re-installed the app. No avail.,"Got it. Can you try logging out, restarting your device, then logging back in? Let us know how everything plays out /JE",praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,450081
"Yep! All good though, still listening to Spotify and still love the app, just weird cuz it's never happened before",Thanks! Don't worry. We'll get this passed on to our devs so they can look into it. Give us a shout if you need anything else /JN,praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,2065065
All set. Thanks :),Awesome! Let us know if you ever need us again. We'd be... /PB,praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,2959352
"Cool, thanks for the reply. It's really more disruptive than fun though.",We hear you loud and clear Markkus. We'll be sure to pass your feedback onto the right folks /TB,praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,1716831
Thanks! Do the other ones disappear?,"When they're removed from the playlist, they should be removed from your offline music too. Give us a shout if there's anything else /AP",praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,1403636
"Hey there! Thanks for following up- he created a new account and used that to reach out, and got everything fixed. Have a great day!","Awesome, thanks for letting us know. Give us a shout if you need us again. Enjoy the music! 🎶 /GT",praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,1692800
"Hi guys, I’m using my MacBook Air and also my iPhone 6 SE. Thanks :)",Thanks! Does logging out > restarting the device > logging back in help? Keep us posted /TY,praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,55246
Indeed it works. Thanks. 😌,Great! Glad to hear it's working. Just let us know if we can help with anything else. 🙂 /BP,praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,2916674
I have a premium account and have lost all my playlists since the phone update can somebody call me on 02082224109. Thanks,"1: Hi John! We're afraid we don't have telephone support, but we'll be glad to help here through Twitter.",praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,187574
"Great, thank you. Have a nice night.",Have a nice day /MC,praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,634369
okay dad love you,No problem! Just give us a shout if you need anything else. /JU,praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,2912534
Yo can I listen to without you whipping their Christmas album out every other song thanks,Hey there! Suggested Tracks are part of our Free service on mobile. There's more info here: /RI,praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,706699
how many devices with downloaded music can I have with a premium account? Thanks!,"Hi Edu! You can download up to 3,333 songs per device, on a maximum of 3 devices. More info here: /AU",praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,255596
Screw for the massive mobile app update. It's freaking impossible to enjoy the app without premium now and I can't afford that shit,Hey Connor! Is your Spotify misbehaving? What issues are you having and on what device? We'll help out /SY,praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,93961
"Hey awesome thanks, halfway happy",Cool. Let us know if we can help with anything else. We'd be... 😉 /CO,praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,2190850
"Hey there recently moved from Ireland to China and having trouble logging in to my account on my laptop, Irish and Chinese phone. Just wondering are you available in China? I have a VPN set up and all other apps work such as facebook. Thanks!","Hi Eimear, help's here! Can you DM us your account's email address? We'll take a look backstage /DV",praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,2684269
"Thanks 4 the speedy response but I think I discovered what’s going on, does the desktop app have a way to play music from personal folders?",2: here: Let us know if you have other questions /JU,praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,8672
"Spotify PLEASE remove Chris Brown from my Release Radar every week. That 'man' is the absolute worst, Thank you","Hey Gary, thanks for the feedback – we appreciate it! We’ll get this passed onto the right team /NS",praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,2321271
Can someone please explain to me why one of my favorite albums is like this on ?!?,Hi Joshua! Can you let us know what's happening exactly? We'll keep an eye out for your reply /QI,praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,1500865
I'mma vote for the filter — it's not the topic (I'm a clean dude) but the actual ad that's pathetic. Thanks!,No worries! Let us know if there's anything else we can do for you /TF,praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,925108
"Ok,later. Thanks!👍","Cool. Give us a shout if you need anything else, and we'd be glad to help /LW",praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,2600306
Hey how is ‘I Believe in A Thing Called Love’ by The Darkness NOT on Steve’s Morning Hair Grooves???,"Hey Ry! Our Curation team are independent & use taste, data, and trends to create playlists, but we’ll pass on your suggestion /JP",praise,auto_handle,Acknowledge warmly; keep it short and genuine; no upsell,,,,2131402
seems to be working at this stage. Will let you know if it happens again. Cheers,Sure thing. We'll keep an eye out for your update /MU,other,auto_handle,Answer the specific question; point to help center if unsure,,,,330237
"I think I speak on behalf of all 90s kids, but AM to PM by needs to be available. Like now.","Hey Daniela! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /NS",feature_question,auto_handle,Answer the question directly; point to help article or in-app feature; keep it brief,,,,1882904
Why can't I listen to Sunny Days on ? I'm premium member and from The Netherlands 😭,"Hi, help's here! Just to check, are you getting a specific error message? If so, can you send us a screenshot? We'll take a look /DD",playback_technical,auto_handle,Acknowledge problem; suggest quick fix (reinstall / clear cache / check connection); ask device/OS if needed,,,,1815461
Yo this is like the 96293rd time I had to download my playlists again. What's up fam?,"Hey there, help's here! Could you DM us your account's username and email address? We'll check backstage for you /BX",playback_technical,auto_handle,Acknowledge problem; suggest quick fix (reinstall / clear cache / check connection); ask device/OS if needed,,,,399251
